replicate,stat
1,-0.0021600539430642607
2,-0.0024873722642034905
3,0.005040949121998702
4,0.004058994158581027
5,7.858109471887698e-4
6,1.31174304910317e-4
7,7.858109471887698e-4
8,7.858109471887698e-4
9,-0.0034693272276211627
10,-0.001178098979646585
11,-0.001178098979646585
12,-0.0015054173007858114
13,-1.9614401622890937e-4
14,-0.0024873722642034905
15,7.858109471887698e-4
16,-0.0015054173007858114
17,0.002749720874024121
18,0.002422402552884898
19,-8.507806585073587e-4
20,0.0017677659106064489
21,-0.0028146905853427134
22,-0.0021600539430642607
23,-8.507806585073587e-4
24,0.0017677659106064489
25,0.002422402552884898
26,1.31174304910317e-4
27,0.003404357516302574
28,-8.507806585073587e-4
29,0.002422402552884898
30,-0.007069828760152649
31,-0.0034693272276211627
32,0.0011131292683279927
33,0.0011131292683279927
34,-0.00314200890648194
35,-8.507806585073587e-4
36,-0.0018327356219250378
37,-0.004451282191038842
38,-1.9614401622890937e-4
39,0.0017677659106064489
40,-0.006742510439013423
41,-0.004451282191038842
42,-0.0024873722642034905
43,0.0011131292683279927
44,0.002422402552884898
45,-0.0037966455487603926
46,-5.234623373681323e-4
47,0.002749720874024121
48,1.31174304910317e-4
49,0.002095084231745672
50,-0.00314200890648194
51,0.0037316758374418
52,-1.9614401622890937e-4
53,0.001440447589467219
54,0.0011131292683279927
55,0.004058994158581027
56,-8.507806585073587e-4
57,-8.507806585073587e-4
58,0.003077039195163351
59,-5.234623373681323e-4
60,-8.507806585073587e-4
61,-1.9614401622890937e-4
62,-0.0021600539430642607
63,-1.9614401622890937e-4
64,0.002095084231745672
65,0.002095084231745672
66,0.002422402552884898
67,-0.0018327356219250378
68,0.005040949121998702
69,-0.0034693272276211627
70,0.0037316758374418
71,0.002095084231745672
72,-5.234623373681323e-4
73,-0.00314200890648194
74,-0.0018327356219250378
75,0.003077039195163351
76,0.002422402552884898
77,0.002749720874024121
78,0.0017677659106064489
79,0.004713630800859479
80,7.858109471887698e-4
81,0.003404357516302574
82,-1.9614401622890937e-4
83,0.003404357516302574
84,0.002095084231745672
85,-0.001178098979646585
86,-0.0024873722642034905
87,0.0017677659106064489
88,0.0037316758374418
89,-0.006415192117874197
90,-0.00314200890648194
91,1.31174304910317e-4
92,0.0017677659106064489
93,0.004386312479720253
94,0.003404357516302574
95,-0.004451282191038842
96,7.858109471887698e-4
97,4.584926260495434e-4
98,-0.00314200890648194
99,-1.9614401622890937e-4
100,-0.001178098979646585
101,-0.00314200890648194
102,-0.0024873722642034905
103,7.858109471887698e-4
104,0.002749720874024121
105,-0.0018327356219250378
106,-8.507806585073587e-4
107,0.003404357516302574
108,0.004386312479720253
109,0.004386312479720253
110,-0.0028146905853427134
111,4.584926260495434e-4
112,-5.234623373681323e-4
113,0.003077039195163351
114,0.0011131292683279927
115,0.002095084231745672
116,0.002095084231745672
117,-8.507806585073587e-4
118,-0.001178098979646585
119,7.858109471887698e-4
120,-0.0021600539430642607
121,-0.0037966455487603926
122,0.002095084231745672
123,4.584926260495434e-4
124,-0.0021600539430642607
125,-0.0018327356219250378
126,0.0011131292683279927
127,-5.234623373681323e-4
128,-0.0018327356219250378
129,0.003077039195163351
130,7.858109471887698e-4
131,0.004058994158581027
132,0.0017677659106064489
133,-0.0024873722642034905
134,0.004386312479720253
135,-1.9614401622890937e-4
136,-0.001178098979646585
137,-0.0018327356219250378
138,-0.001178098979646585
139,0.0011131292683279927
140,1.31174304910317e-4
141,4.584926260495434e-4
142,-0.0028146905853427134
143,0.002422402552884898
144,0.004386312479720253
145,1.31174304910317e-4
146,-0.001178098979646585
147,7.858109471887698e-4
148,1.31174304910317e-4
149,-0.0028146905853427134
150,-8.507806585073587e-4
151,-0.0015054173007858114
152,7.858109471887698e-4
153,0.003077039195163351
154,0.005368267443137929
155,0.0011131292683279927
156,-1.9614401622890937e-4
157,-0.00314200890648194
158,-0.0018327356219250378
159,0.004386312479720253
160,-0.0018327356219250378
161,-0.004778600512178068
162,-1.9614401622890937e-4
163,1.31174304910317e-4
164,0.002095084231745672
165,-8.507806585073587e-4
166,-0.004451282191038842
167,0.004058994158581027
168,1.31174304910317e-4
169,1.31174304910317e-4
170,0.002749720874024121
171,0.005040949121998702
172,0.0011131292683279927
173,-0.004451282191038842
174,-0.0037966455487603926
175,0.002749720874024121
176,0.0037316758374418
177,-0.004451282191038842
178,0.003077039195163351
179,-0.0018327356219250378
180,0.002749720874024121
181,1.31174304910317e-4
182,0.003404357516302574
183,0.006022904085416381
184,0.001440447589467219
185,-1.9614401622890937e-4
186,-8.507806585073587e-4
187,4.584926260495434e-4
188,-0.00314200890648194
189,0.002422402552884898
190,0.002422402552884898
191,0.0017677659106064489
192,-0.00314200890648194
193,-0.0018327356219250378
194,0.0011131292683279927
195,4.584926260495434e-4
196,0.002422402552884898
197,1.31174304910317e-4
198,4.584926260495434e-4
199,-0.0028146905853427134
200,-0.0024873722642034905
201,0.006350222406555608
202,4.584926260495434e-4
203,-0.005105918833317295
204,-0.004451282191038842
205,0.0037316758374418
206,-0.0034693272276211627
207,0.007332177369973283
208,0.004713630800859479
209,-0.00314200890648194
210,-5.234623373681323e-4
211,0.003077039195163351
212,-0.0028146905853427134
213,7.858109471887698e-4
214,0.003077039195163351
215,0.0011131292683279927
216,0.002749720874024121
217,0.003077039195163351
218,1.31174304910317e-4
219,0.0037316758374418
220,-0.001178098979646585
221,0.0037316758374418
222,-0.0015054173007858114
223,0.002749720874024121
224,-0.00608787379673497
225,-0.0018327356219250378
226,-0.00314200890648194
227,0.002749720874024121
228,-0.0015054173007858114
229,0.002095084231745672
230,7.858109471887698e-4
231,0.003077039195163351
232,-0.005105918833317295
233,0.0011131292683279927
234,-0.005433237154456521
235,4.584926260495434e-4
236,0.0017677659106064489
237,-8.507806585073587e-4
238,-0.0015054173007858114
239,0.0011131292683279927
240,-0.0028146905853427134
241,-1.9614401622890937e-4
242,4.584926260495434e-4
243,1.31174304910317e-4
244,-0.0034693272276211627
245,-0.001178098979646585
246,0.0017677659106064489
247,-0.00314200890648194
248,-0.0024873722642034905
249,0.0017677659106064489
250,0.002749720874024121
251,-0.004123963869899619
252,-0.00314200890648194
253,-0.001178098979646585
254,0.0011131292683279927
255,0.0011131292683279927
256,0.004058994158581027
257,7.858109471887698e-4
258,0.003077039195163351
259,-0.0015054173007858114
260,-0.001178098979646585
261,0.004058994158581027
262,-1.9614401622890937e-4
263,-0.004451282191038842
264,-0.001178098979646585
265,4.584926260495434e-4
266,0.002095084231745672
267,-0.0028146905853427134
268,-0.007069828760152649
269,-1.9614401622890937e-4
270,-0.0015054173007858114
271,-0.0021600539430642607
272,-5.234623373681323e-4
273,-8.507806585073587e-4
274,1.31174304910317e-4
275,0.0011131292683279927
276,0.0011131292683279927
277,-5.234623373681323e-4
278,4.584926260495434e-4
279,0.0011131292683279927
280,-0.0024873722642034905
281,0.0037316758374418
282,7.858109471887698e-4
283,0.003404357516302574
284,4.584926260495434e-4
285,0.004386312479720253
286,0.005040949121998702
287,0.0017677659106064489
288,-0.001178098979646585
289,1.31174304910317e-4
290,-0.0015054173007858114
291,-0.0028146905853427134
292,-0.0034693272276211627
293,0.002422402552884898
294,-0.006742510439013423
295,-0.0015054173007858114
296,-8.507806585073587e-4
297,0.0017677659106064489
298,0.002095084231745672
299,-0.004123963869899619
300,0.003077039195163351
301,-0.005105918833317295
302,1.31174304910317e-4
303,7.858109471887698e-4
304,-8.507806585073587e-4
305,-0.0015054173007858114
306,-8.507806585073587e-4
307,7.858109471887698e-4
308,-8.507806585073587e-4
309,0.0011131292683279927
310,0.002422402552884898
311,-0.0018327356219250378
312,-1.9614401622890937e-4
313,-0.0015054173007858114
314,-0.004451282191038842
315,7.858109471887698e-4
316,0.0017677659106064489
317,4.584926260495434e-4
318,4.584926260495434e-4
319,-0.0024873722642034905
320,4.584926260495434e-4
321,-0.004451282191038842
322,0.004058994158581027
323,0.0017677659106064489
324,-0.0021600539430642607
325,-0.0018327356219250378
326,-8.507806585073587e-4
327,-0.00314200890648194
328,-0.0028146905853427134
329,-0.00314200890648194
330,-0.0021600539430642607
331,0.002422402552884898
332,0.002422402552884898
333,-0.005433237154456521
334,-1.9614401622890937e-4
335,0.002095084231745672
336,-0.0024873722642034905
337,-8.507806585073587e-4
338,-1.9614401622890937e-4
339,0.002095084231745672
340,-0.0024873722642034905
341,-0.004451282191038842
342,0.005695585764277155
343,0.003404357516302574
344,0.0017677659106064489
345,0.002749720874024121
346,-5.234623373681323e-4
347,-0.0021600539430642607
348,-0.001178098979646585
349,1.31174304910317e-4
350,7.858109471887698e-4
351,0.002749720874024121
352,0.0017677659106064489
353,0.004058994158581027
354,-0.001178098979646585
355,-0.00314200890648194
356,-0.0018327356219250378
357,0.0037316758374418
358,0.0011131292683279927
359,-0.0028146905853427134
360,-0.001178098979646585
361,0.006350222406555608
362,-0.001178098979646585
363,-0.0024873722642034905
364,7.858109471887698e-4
365,-0.004778600512178068
366,0.0011131292683279927
367,0.002095084231745672
368,0.002095084231745672
369,-0.005105918833317295
370,-8.507806585073587e-4
371,-1.9614401622890937e-4
372,-0.001178098979646585
